Name,Address,Type,Website,Phone,Google Maps
Hose and Hydrant Brewing Co,"612 11th St E, Saskatoon, Canada",Brewpub,N/A,(306) 477-3473,http://www.google.com/maps/place/612%2011th%20St%20E+Saskatoon+SK+Canada
House of Funk Brewing Company Ltd,"102-350 E Esplanade, North Vancouver, Canada",Brewpub,http://www.houseoffunkbrewing.com/,01 (604) 715-4268,http://www.google.com/maps/place/102-350%20E%20Esplanade+North%20Vancouver+BC+Canada
Howe Sound Brewing Co,"37801 Cleveland Ave, Squamish, Canada",Brewpub,http://www.howesound.com/,604-892-2603,http://www.google.com/maps/place/37801%20Cleveland%20Ave+Squamish+BC+Canada
Hoyne Brewing Co,"101-2740 Bridge Street, Victoria, Canada",Regional,http://www.hoynebrewing.ca/,(250) 590-5758,http://www.google.com/maps/place/101-2740%20Bridge%20Street+Victoria+BC+Canada
Hub Town Brewing Company,"41 Elizabeth St, Okotoks, Canada",Taproom,http://www.hubtownbrewing.com/,(403) 826-6864,http://www.google.com/maps/place/41%20Elizabeth%20St+Okotoks+AB+Canada
Hub Town Brewing Company Inc.,"41 Elizabeth Street, Okotoks, Canada",Taproom,N/A,4038266864,http://www.google.com/maps/place/41%20Elizabeth%20Street+Okotoks+AB+Canada
Humble Beginnings Brewing Co.,"25 Thorold Ln., Ingleside, Canada",Taproom,http://www.humblebeginningsbrewing.ca/,(613) 522-0725,http://www.google.com/maps/place/25%20Thorold%20Ln.+Ingleside+ON+Canada
INOX Brasserie,"655 Grande Allee E, Quebec City, Canada",Brewpub,https://brasserieinox.com/,(418) 692-2877,http://www.google.com/maps/place/655%20Grande%20Allee%20E+Quebec%20City+QC+Canada
Indie Ale House,"2876 Dundas St W, Toronto, Canada",Brewpub,http://www.indiealehouse.com/,416-760-9691,http://www.google.com/maps/place/2876%20Dundas%20St%20W+Toronto+ON+Canada
Iron Hat Brewing Co.,"#149, 10555 - 48th Street SE, Calgary, Canada",Micro,N/A,403-501-8850,"http://www.google.com/maps/place/#149,%2010555%20-%2048th%20Street%20SE+Calgary+AB+Canada"
Jackknife Brewing,"727 Baillie Ave, Kelowna, Canada",Brewpub,N/A,N/A,http://www.google.com/maps/place/727%20Baillie%20Ave+Kelowna+BC+Canada
Junction Craft Brewing,"90 Cawthra Avenue #101, Toronto, Canada",Micro,http://www.junctioncraft.com/,416-766-1616,http://www.google.com/maps/place/90%20Cawthra%20Avenue%20#101+Toronto+ON+Canada
Kamloops Brewery Ltd.,"965 McGill Pl, Kamloops, Canada",Micro,http://www.bearbeer.com/,(250) 851-2543,http://www.google.com/maps/place/965%20McGill%20Pl+Kamloops+BC+Canada
Kensington Brewing Company,"299 Augusta Ave, Toronto, Canada",Micro,http://www.kensingtonbrewingcompany.com/,00 (647) 993-4877,http://www.google.com/maps/place/299%20Augusta%20Ave+Toronto+ON+Canada
Kilter Brewing,"389 Wales Ave, Winnipeg, Canada",Alt%20Prop,http://www.kilterbrewing.co/,(204) 880-8563,http://www.google.com/maps/place/389%20Wales%20Ave+Winnipeg+MB+Canada
Kimberley Brewing Company,"2665 Warren Ave, Kimberley, Canada",Micro,N/A,2504104200,http://www.google.com/maps/place/2665%20Warren%20Ave+Kimberley+BC+Canada
King Brewery,"5645 King Road, Nobleton, Canada",Micro,http://www.kingbrewery.ca/,(905) 859-5464,http://www.google.com/maps/place/5645%20King%20Road+Nobleton+ON+Canada
Kingston Brewing Co,"34 Clarence St, Kingston, Canada",Brewpub,http://www.kingstonbrewing.com/,(613) 542-4978,http://www.google.com/maps/place/34%20Clarence%20St+Kingston+ON+Canada
Kingsville Brewing Company,"140 Park St, Kingsville, Canada",Micro,http://www.kingsvillebrewery.ca/,01 (519) 712-9404,http://www.google.com/maps/place/140%20Park%20St+Kingsville+ON+Canada
Kwantlen Polytechnic University Brewing & Brewery Operations Dipl,"20901 Langley Bypass, Langley, Canada",Micro,http://www.kpu.ca/,(604) 599-2782,http://www.google.com/maps/place/20901%20Langley%20Bypass+Langley+BC+Canada
LAmere a Boire,"2049 Rue St-Denis, Montreal, Canada",Brewpub,http://www.amereaboire.com/,(514) 282-7448,http://www.google.com/maps/place/2049%20Rue%20St-Denis+Montreal+QC+Canada
La Barberie,"310 Rue Saint-Roch, Quebec City, Canada",Brewpub,http://www.labarberie.com/,(418) 522-4373,http://www.google.com/maps/place/310%20Rue%20Saint-Roch+Quebec%20City+QC+Canada
La Grage Pardue,"261 route 216 ouest, Ham NOrd, Canada",Micro,N/A,819-344-2200,http://www.google.com/maps/place/261%20route%20216%20ouest+Ham%20NOrd+QC+Canada
La Grange Pardue,"261 route 216, Ham-Nord, Canada",Brewpub,N/A,8193442200,http://www.google.com/maps/place/261%20route%20216+Ham-Nord+null+Canada
La Knowlton Co.,"576 chemin Knowlton, Knowlton, Canada",Micro,N/A,514-386-7154,http://www.google.com/maps/place/576%20chemin%20Knowlton+Knowlton+QC+Canada
"La Korrigane, Café Bistro Victoria","907, rue Mars, Saguenay, Canada",Brewpub,http://www.korrigane.ca/,(418) 544-8417,"http://www.google.com/maps/place/907,%20rue%20Mars+Saguenay+QC+Canada"
La Souche Brasserie Artisanale,"801 Chemin De La Canadiere, Quebec, Canada",Brewpub,http://www.lasouche.ca/,(581) 742-1144,http://www.google.com/maps/place/801%20Chemin%20De%20La%20Canadiere+Quebec+QC+Canada
La Tour a Bieres,"517 Rue Racine Est, Chicoutimi, Canada",Micro,http://www.latourabieres.com/,(418) 545-7272,http://www.google.com/maps/place/517%20Rue%20Racine%20Est+Chicoutimi+QC+Canada
La Voie Maltee,"null, Chicoutimi, Canada",Brewpub,http://www.lavoiemaltee.com/,(418) 542-4373,http://www.google.com/maps/place/null+Chicoutimi+QC+Canada
La Voie Maltee - Chicoutimi,"null, null, Canada",Brewpub,N/A,(418) 549-4141,http://www.google.com/maps/place/null+null+null+Canada
Labatt Breweries,"150 Simcoe St, London, Canada",N/A,http://www.labatt.com/,(519) 663-5050,http://www.google.com/maps/place/150%20Simcoe%20St+London+ON+Canada
Labatt Breweries-Alberta,"7724 69 St NW, Edmonton, Canada",N/A,http://www.labatt.com/,(780) 436-0839,http://www.google.com/maps/place/7724%2069%20St%20NW+Edmonton+AB+Canada
Labatt Breweries-Newfoundland,"PO Box 7160 /W End Postal Sta., St Johns, Canada",N/A,http://www.labatt.com/,(709) 579-0121,http://www.google.com/maps/place/PO%20Box%207160%20/W%20End%20Postal%20Sta.+St%20Johns+NL+Canada
"Labatt, La Brasserie-Quebec","50 Labatt St, LaSalle, Canada",N/A,http://www.labatt.com/,(514) 366-5050,http://www.google.com/maps/place/50%20Labatt%20St+LaSalle+QC+Canada
Labatt-Columbia Brewing Co,"1220 Erickson St, Creston, Canada",N/A,http://www.labatt.com/,(250) 428-9344,http://www.google.com/maps/place/1220%20Erickson%20St+Creston+BC+Canada
Labatt-Oland Breweries,"3055 Agricola St, Halifax, Canada",Regional,http://www.labatt.com/,(902) 453-1867,http://www.google.com/maps/place/3055%20Agricola%20St+Halifax+NS+Canada
"Lagabiere, microbrasserie inc.","537 3e Rang, Saint-Jean-sur-Richelieu, Canada",Micro,http://www.lagabiere.com/,450-346-0999,http://www.google.com/maps/place/537%203e%20Rang+Saint-Jean-sur-Richelieu+QC+Canada
Lake Of Bays Brewing Company,"2681 Muskoka Road 117, Baysville, Canada",Micro,http://www.lakeofbaysbrewing.ca/,01 (705) 767-2313,http://www.google.com/maps/place/2681%20Muskoka%20Road%20117+Baysville+ON+Canada
Lake of the Woods Brewing Company,"350 2nd Street South, Kenora, Canada",Micro,http://www.lowbrewco.com/,01 (833) 321-2337,http://www.google.com/maps/place/350%202nd%20Street%20South+Kenora+null+Canada
Lake of the Woods Brewing Company,N/A,N/A,N/A,N/A,N/A
Lakehead Beer Company,"206 Park Avenue, Thunder Bay, Canada",Micro,N/A,6138995124,http://www.google.com/maps/place/206%20Park%20Avenue+Thunder%20Bay+null+Canada
Lakeland Brewing Company,"4227 50 Ave, Saint Paul, Canada",Brewpub,N/A,(780) 614-9466,http://www.google.com/maps/place/4227%2050%20Ave+Saint%20Paul+AB+Canada
Land & Sea Brewing Company,"2040 Guthrie Road, Comox, Canada",Taproom,N/A,(250) 941-5577,http://www.google.com/maps/place/2040%20Guthrie%20Road+Comox+BC+Canada
Landwash Brewery,"181 Commonwealth Ave, Mount Pearl, Canada",Taproom,N/A,1-709-368-0220,http://www.google.com/maps/place/181%20Commonwealth%20Ave+Mount%20Pearl+NL+Canada
Last Straw Brew Pub,"127 Albert St N, Regina, Canada",Brewpub,N/A,(306) 543-3331,http://www.google.com/maps/place/127%20Albert%20St%20N+Regina+SK+Canada
Le Bien Le Malt,"141 Avenue Belzille, Rimouski, Canada",Micro,http://www.lebienlemalt.com/,(418) 723-1339,http://www.google.com/maps/place/141%20Avenue%20Belzille+Rimouski+QC+Canada
Le Bilboquet,"1850 Rue des Cascades Ouest, St-Hyacinthe, Canada",Brewpub,http://www.lebilboquet.qc.ca/,(450) 771-6900,http://www.google.com/maps/place/1850%20Rue%20des%20Cascades%20Ouest+St-Hyacinthe+QC+Canada
Le Cheval Blanc,"809 Ontario Est, Montreal, Canada",Brewpub,http://www.lechevalblanc.ca/,514-522-0211,http://www.google.com/maps/place/809%20Ontario%20Est+Montreal+QC+Canada
Le Gambrinus,"3160 Blvd Des Forges, Trois Rivieres, Canada",Brewpub,N/A,(816) 691-3371,http://www.google.com/maps/place/3160%20Blvd%20Des%20Forges+Trois%20Rivieres+QC+Canada
Le Relais Boréale,"159 Rue Jean-Talon O, Montreal, Canada",Brewpub,http://www.boreale.com/,(450) 979-8400,http://www.google.com/maps/place/159%20Rue%20Jean-Talon%20O+Montreal+QC+Canada
Le Saint-Bock Brasserie Artisanale,"1749 Rue Saint-Denis, Montreal, Canada",Brewpub,http://www.lesaintbock.com/,(514) 680-8052,http://www.google.com/maps/place/1749%20Rue%20Saint-Denis+Montreal+QC+Canada
Le Saint-Bock Brasserie Artisanale inc.,"1749 rue Saint-Denis, Montreal, Canada",Brewpub,N/A,(514) 781-9966,http://www.google.com/maps/place/1749%20rue%20Saint-Denis+Montreal+QC+Canada
Le Trefle Noir,"145 Avenue Principale, Rouyn-Noranda, Canada",Brewpub,http://www.letreflenoir.com/,(819) 762-6611,http://www.google.com/maps/place/145%20Avenue%20Principale+Rouyn-Noranda+QC+Canada
Left Field Brewery,"36 Wagstaff Drive, Toronto, Canada",Taproom,http://www.leftfieldbrewery.ca/,(647) 346-5001,http://www.google.com/maps/place/36%20Wagstaff%20Drive+Toronto+ON+Canada
Les 3 Brasseurs,"2075 Robert-Bourassa Bureau 600, Montreal, Canada",Regional,http://www.les3brasseurs.ca/,(647) 501-6535,http://www.google.com/maps/place/2075%20Robert-Bourassa%20Bureau%20600+Montreal+QC+Canada
Les 3 Brasseurs - Anjou,"7225 Blvd Des Galeries D'Anjou, Anjou, Canada",Brewpub,N/A,(514) 351-5591,http://www.google.com/maps/place/7225%20Blvd%20Des%20Galeries%20D'Anjou+Anjou+QC+Canada
Les 3 Brasseurs - Catherine,"732, Ste-Catherine Ouest, Montreal, Canada",Brewpub,http://www.les3brasseurs.com/,(514) 788-6333,"http://www.google.com/maps/place/732,%20Ste-Catherine%20Ouest+Montreal+QC+Canada"
Les 3 Brasseurs - Crescent,"1356, Ste-Catherine Ouest, Montreal, Canada",Brewpub,http://www.les3brasseurs.com/,(514) 788-9788,"http://www.google.com/maps/place/1356,%20Ste-Catherine%20Ouest+Montreal+QC+Canada"
Les 3 Brasseurs - Dix-30,"9316, Boulevard Leduc, Brossard, Canada",Brewpub,http://www.les3brasseurs.com/,(450) 676-7215,"http://www.google.com/maps/place/9316,%20Boulevard%20Leduc+Brossard+QC+Canada"
Les 3 Brasseurs - Laurier,"2450 Blvd Laurier Local G50, Quebec, Canada",Brewpub,N/A,N/A,http://www.google.com/maps/place/2450%20Blvd%20Laurier%20Local%20G50+Quebec+QC+Canada
Les 3 Brasseurs - Laval,"2900 Avenue Pierre-Péladeau, Laval, Canada",Brewpub,N/A,(450) 988-4848,http://www.google.com/maps/place/2900%20Avenue%20Pierre-P%C3%A9ladeau+Laval+QC+Canada
Les 3 Brasseurs - St-Denis,"1658 rue St-Denis, Montreal, Canada",Brewpub,http://www.les3brasseurs.com/,(514) 845-1660,http://www.google.com/maps/place/1658%20rue%20St-Denis+Montreal+QC+Canada
Les 3 Brasseurs - St-Paul,"105 St-Paul Est, Montreal, Canada",Brewpub,http://www.les3brasseurs.com/,(514) 788-6100,http://www.google.com/maps/place/105%20St-Paul%20Est+Montreal+QC+Canada
Les 3 Brasseurs - Toronto,"275 Younge Street, Toronto, Canada",Micro,N/A,(647) 347-6286,http://www.google.com/maps/place/275%20Younge%20Street+Toronto+ON+Canada
Les Bieres de la Nouvelle-France,"90 Riviere Aux Ecorces Road, Saint-Alexis-des-Monts, Canada",Micro,http://www.lesbieresnouvellefrance.com/,819 265-4000,http://www.google.com/maps/place/90%20Riviere%20Aux%20Ecorces%20Road+Saint-Alexis-des-Monts+QC+Canada
Les Brasseurs de L`anse,"182 Rte 170, Anse Saint-Jean, Canada",Micro,N/A,(418) 272-3234,http://www.google.com/maps/place/182%20Rte%20170+Anse%20Saint-Jean+QC+Canada
Les Brasseurs du Petit-Sault,"45 Rue de l'Église, Edmundston, Canada",Micro,http://www.petitsault.com/,5067331313,http://www.google.com/maps/place/45%20Rue%20de%20l'%C3%89glise+Edmundston+NB+Canada
Les Trois Mousquetaires,"3455 Boulevard Matte, Brossard, Canada",Micro,http://www.lestroismousquetaires.ca/,450-619-2372,http://www.google.com/maps/place/3455%20Boulevard%20Matte+Brossard+QC+Canada
Les Trois Mousquetaires Microbrasserie,"3755-C Boul. Matte, Brossard, Canada",Micro,http://www.lestroismousquetaires.ca/,(450) 619-2372,http://www.google.com/maps/place/3755-C%20Boul.%20Matte+Brossard+QC+Canada
Lightheart Brewing Company,"2001 Macdonald Street, Vancouver, Canada",Micro,http://www.lightheartbrewing.com/,(604) 828-4208,http://www.google.com/maps/place/2001%20Macdonald%20Street+Vancouver+BC+Canada
Lighthouse Brewing Co,"836 Devonshire Rd, Victoria, Canada",Micro,http://www.lighthousebrewing.com/,(250) 383-6500,http://www.google.com/maps/place/836%20Devonshire%20Rd+Victoria+BC+Canada
Lion Brewery Restaurant,"59 King St N, Waterloo, Canada",Brewpub,N/A,(519) 886-3350,http://www.google.com/maps/place/59%20King%20St%20N+Waterloo+ON+Canada
Little Brown Jug Brewing,"336 William Ave, Winnipeg, Canada",Micro,http://www.littlebrownjug.ca/,01 (204) 500-0441,http://www.google.com/maps/place/336%20William%20Ave+Winnipeg+MB+Canada
Longwood BrewPub,"5775 Turner Rd, Nanaimo, Canada",Brewpub,http://www.longwoodbrewpub.com/,(250) 729-8225,http://www.google.com/maps/place/5775%20Turner%20Rd+Nanaimo+BC+Canada
Loup Rouge Artisan Brasseur,"100 Rue Plante, Sorel-Tracy, Canada",Brewpub,http://www.microlouprouge.com/,(450) 551-0660,http://www.google.com/maps/place/100%20Rue%20Plante+Sorel-Tracy+QC+Canada
MERIT Brewing Co,"107 James St North, Hamilton, Canada",Brewpub,http://www.meritbrewing.ca/,905-393-1024,http://www.google.com/maps/place/107%20James%20St%20North+Hamilton+ON+Canada
Macaloney Brewers & Distillers,"761 Enterprise Crescent, Victoria, Canada",Taproom,https://victoriacaledonian.com/,13 (067) 375-442,http://www.google.com/maps/place/761%20Enterprise%20Crescent+Victoria+BC+Canada
Maclean's Ales Inc.,"52 14th Ave., Hanover, Canada",Micro,http://www.macleansales.ca/,(519) 506-2537,http://www.google.com/maps/place/52%2014th%20Ave.+Hanover+ON+Canada
Magnotta Brewery,"271 Chrislea Rd, Woodbridge, Canada",Micro,http://www.magnottabrewery.com/,(905) 738-9463,http://www.google.com/maps/place/271%20Chrislea%20Rd+Woodbridge+ON+Canada
Maguire`s Irish Pub & Brewery,"2105 Grosvenor Park/Suite 32, Saskatoon, Canada",Brewpub,N/A,(306) 955-7500,http://www.google.com/maps/place/2105%20Grosvenor%20Park/Suite%2032+Saskatoon+SK+Canada
Main Street Brewing Company,"261 E Seventh Ave, Vancouver, Canada",Brewpub,http://www.mainstreetbeer.ca/,(604) 336-7711,http://www.google.com/maps/place/261%20E%20Seventh%20Ave+Vancouver+BC+Canada
Manantler Craft Brewing Company,"182 Wellington St, Bowmanville, Canada",Micro,http://www.manantler.com/,(905) 697-9979,http://www.google.com/maps/place/182%20Wellington%20St+Bowmanville+ON+Canada
Manos Grill and Brewhouse,"2202 22nd St W, Saskatoon, Canada",Brewpub,N/A,(306) 683-3333,http://www.google.com/maps/place/2202%2022nd%20St%20W+Saskatoon+SK+Canada
Maple Meadows Brewing Company,"22775 Dewdney Trunk Rd, Maple Ridge, Canada",Micro,N/A,(604) 479-0999,http://www.google.com/maps/place/22775%20Dewdney%20Trunk%20Rd+Maple%20Ridge+BC+Canada
Mark James Group,"1110 Hamilton St Ste. #204, Vancouver, Canada",Brewpub,http://www.mjg.ca/,(604) 668-0039,http://www.google.com/maps/place/1110%20Hamilton%20St%20Ste.%20#204+Vancouver+BC+Canada
Market Brewing Company,"17775 Leslie St #4, Newmarket, Canada",Micro,http://www.marketbrewingco.com/,(905) 906-2337,http://www.google.com/maps/place/17775%20Leslie%20St%20#4+Newmarket+ON+Canada
Marten Brewing Company,"2933 A 30th Ave, Vernon, Canada",Brewpub,N/A,778-475-5115,http://www.google.com/maps/place/2933%20A%2030th%20Ave+Vernon+BC+Canada
Maybee Brew,"4-559 Wilsey Rd, Fredericton, Canada",Micro,http://maybeebrew.com/,506-292-3394,http://www.google.com/maps/place/4-559%20Wilsey%20Rd+Fredericton+NB+Canada
Meander River Farm And Brewery,"906 Woodville Rd, Newport, Canada",Micro,http://www.meanderriverfarm.ca/,(902) 757-3484,http://www.google.com/maps/place/906%20Woodville%20Rd+Newport+NS+Canada
Medicine Hat Brewing Company,"1366 Brier Park Dr NW, Medicine Hat, Canada",Brewpub,http://www.medicinehatbrewingcompany.com/,01 (403) 525-1260,http://www.google.com/maps/place/1366%20Brier%20Park%20Dr%20NW+Medicine%20Hat+null+Canada
Merchant Ale House,"98 St Paul St, St. Catharines, Canada",Brewpub,N/A,(905) 984-4060,http://www.google.com/maps/place/98%20St%20Paul%20St+St.%20Catharines+ON+Canada
Merecroft Village Pub,"489 S Dogwood St, Campbell River, Canada",Brewpub,N/A,(250) 286-4944,http://www.google.com/maps/place/489%20S%20Dogwood%20St+Campbell%20River+BC+Canada
Messorem,"2233 pitt, montreal, Canada",Micro,http://messorem.co/,1-888-33-Messo,http://www.google.com/maps/place/2233%20pitt+montreal+QC+Canada
Meta Brewing Corp.,"21-3131 27 Street NE, Calgary, Canada",Micro,N/A,N/A,http://www.google.com/maps/place/21-3131%2027%20Street%20NE+Calgary+AB+Canada
Micro-Brasserie Le Grimoire,"223 Rue Principale, Granby, Canada",Micro,http://www.brasseriegrimoire.com/,(450) 372-7079,http://www.google.com/maps/place/223%20Rue%20Principale+Granby+QC+Canada
Micro-brasserie Le Naufrageur,"586 Boulevard Perron, Carleton-sur-Mer, Canada",Brewpub,N/A,(418) 364-5440,http://www.google.com/maps/place/586%20Boulevard%20Perron+Carleton-sur-Mer+QC+Canada
MicroBrasserie A La Fut,"670 Rue Notre Dame, Saint Tite, Canada",Micro,http://www.alafut.qc.ca/,(418) 365-4370,http://www.google.com/maps/place/670%20Rue%20Notre%20Dame+Saint%20Tite+QC+Canada
Microbrasserie 5e baron,"55 rue Principale, Gatineau, Canada",Regional,N/A,5148672745,http://www.google.com/maps/place/55%20rue%20Principale+Gatineau+QC+Canada
Microbrasserie Aux Fous Brassant,"262 Rue Lafontaine, Riviere Du Loup, Canada",Micro,http://www.auxfousbrassant.com/,(418) 605-1644,http://www.google.com/maps/place/262%20Rue%20Lafontaine+Riviere%20Du%20Loup+QC+Canada
Microbrasserie Charlevoix,"6 Rue Paul-Rene-Tremblay, Quebec, Canada",Micro,http://www.microbrasserie.com/,(418) 265-2655,http://www.google.com/maps/place/6%20Rue%20Paul-Rene-Tremblay+Quebec+QC+Canada
Microbrasserie Des Beaux Pres Inc,"9430 Boul. Sainte-Anne, Ste-Anne-de-Beaupre, Canada",Brewpub,http://www.mdbp.ca/,(418) 702-1128 ext221,http://www.google.com/maps/place/9430%20Boul.%20Sainte-Anne+Ste-Anne-de-Beaupre+QC+Canada
Microbrasserie Dieu du Ciel inc,"259 DeVillemure, St-Jerome, Canada",Micro,http://www.dieuduciel.com/,01 (450) 436-3438,http://www.google.com/maps/place/259%20DeVillemure+St-Jerome+QC+Canada
Microbrasserie Du Lac St Jean,"120 Rue De La Plage, Saint-Gedeon, Canada",Micro,http://www.microdulac.com/,(418) 345-8758,http://www.google.com/maps/place/120%20Rue%20De%20La%20Plage+Saint-Gedeon+null+Canada
Microbrasserie L'Alchimiste,"681, rue Marion, Joliette, Joliette, Canada",Micro,http://www.alchimiste.ca/,(450) 760-2945,"http://www.google.com/maps/place/681,%20rue%20Marion,%20Joliette+Joliette+QC+Canada"
Microbrasserie L`Alchimiste,"681 Rue Marion, Joliette, Canada",Micro,http://www.lalchimiste.ca/,(450) 760-2945,http://www.google.com/maps/place/681%20Rue%20Marion+Joliette+QC+Canada
Microbrasserie La Chouape,"1134 Boul. Sacre Coeur, St-Felicien, Canada",Micro,http://www.lachouape.com/,418-613-0622,http://www.google.com/maps/place/1134%20Boul.%20Sacre%20Coeur+St-Felicien+QC+Canada
Microbrasserie La Chouape Inc.,"1164 Boulevard du Sacre-Coeur, Saint-Felicien, Canada",Micro,N/A,(418) 613-0622,http://www.google.com/maps/place/1164%20Boulevard%20du%20Sacre-Coeur+Saint-Felicien+QC+Canada
Microbrasserie La Diable,"117, Chemin Kandahar C.P. 2669, Succ. B, null, Canada",Brewpub,http://www.microladiable.com/,(819) 681-4546,"http://www.google.com/maps/place/117,%20Chemin%20Kandahar%20C.P.%202669,%20Succ.%20B+null+null+Canada"
Microbrasserie La Memphre,"12 Rue Merry Sud, Magog, Canada",Brewpub,N/A,(819) 843-3405,http://www.google.com/maps/place/12%20Rue%20Merry%20Sud+Magog+QC+Canada
Microbrasserie La Memphre,"12, rue Merry sud, Magog, Canada",Brewpub,http://www.microbrasserielamemphre.com/,01 (819) 843-3405,"http://www.google.com/maps/place/12,%20rue%20Merry%20sud+Magog+QC+Canada"
Microbrasserie La Pécheresse,"355 Rue St Zéphirin, La Tuque, Canada",Micro,N/A,8196801730,http://www.google.com/maps/place/355%20Rue%20St%20Z%C3%A9phirin+La%20Tuque+QC+Canada
Microbrasserie Le Coureur Des Bois,"1551 Blvd Wallberg, Dolbeau-Mistassini, Canada",Micro,https://www.facebook.com/lecoureurdesbois,(418) 979-1197,http://www.google.com/maps/place/1551%20Blvd%20Wallberg+Dolbeau-Mistassini+QC+Canada
Microbrasserie Le Trou Du Diable,"1250 avenue de la station, Shawinigan, Canada",Micro,http://www.troududiable.com/,(819) 537-9151,http://www.google.com/maps/place/1250%20avenue%20de%20la%20station+Shawinigan+QC+Canada
Microbrasserie Les Freres Houblon,"10 180, Chemin Sainte-Marguerite, Trois-Rivieres, Canada",Micro,http://www.lesfrereshoublon.com/,(819) 380-8307,"http://www.google.com/maps/place/10%20180,%20Chemin%20Sainte-Marguerite+Trois-Rivieres+QC+Canada"
Microbrasserie Pit Caribou,"27 Rue De L`Anse, Cap-d'Espoir, Canada",Micro,http://www.pitcaribou.com/,418-782-1444,http://www.google.com/maps/place/27%20Rue%20De%20L%60Anse+Cap-d'Espoir+QC+Canada
Microbrasserie Siboire,"80 rue du Depot, Sherbrooke, Canada",Brewpub,http://www.siboire.ca/,(819) 565-3636,http://www.google.com/maps/place/80%20rue%20du%20Depot+Sherbrooke+QC+Canada
Microbrasserie St Arnould,"Pioneer 435 Rue, Mont-Tremblant, Canada",Micro,http://www.saintarnould.com/,(819) 425-1262,http://www.google.com/maps/place/Pioneer%20435%20Rue+Mont-Tremblant+QC+Canada
Microbrasserie St-Pancrace,"110 boulevard Comeau, Baie-Comeau, Canada",Micro,http://www.stpancrace.com/,4182975592,http://www.google.com/maps/place/110%20boulevard%20Comeau+Baie-Comeau+QC+Canada
Microbrasserie d`Orleans / Pub Le Mitan,"2471 Chemin Royal, Sainte-Famille, Canada",Brewpub,http://www.microorleans.com/,01 (418) 633-7677,http://www.google.com/maps/place/2471%20Chemin%20Royal+Sainte-Famille+QC+Canada
Microbrasserie du Lievre,"110 Boulevard Albiny Paquette, Mont-Laurier, Canada",Micro,http://www.microdulievre.com/,819-440-2440,http://www.google.com/maps/place/110%20Boulevard%20Albiny%20Paquette+Mont-Laurier+QC+Canada
Microbrasserie le bockale inc,"2400 rue canadien suite 201, Drummondville, Canada",Micro,http://lebockale.com/,(819) 806-2588,http://www.google.com/maps/place/2400%20rue%20canadien%20suite%20201+Drummondville+QC+Canada
Microbrewery of Saguenay,"2509 St Dominique, Jonquiere, Canada",Micro,N/A,(418) 820-1918,http://www.google.com/maps/place/2509%20St%20Dominique+Jonquiere+QC+Canada
Mighty Peace Brewing Co.,"10128 95 Ave, Fort St John, Canada",Micro,http://www.mightypeacebrewing.ca/,14062181360,http://www.google.com/maps/place/10128%2095%20Ave+Fort%20St%20John+BC+Canada
Mill Street Brewery,"125 Bermondsey Rd, North York, Canada",N/A,http://www.millstreetbrewery.com/,416-759-6565,http://www.google.com/maps/place/125%20Bermondsey%20Rd+North%20York+ON+Canada
Mill Street Brewery - Ottowa,"555 Wellington Street, Ottawa, Canada",N/A,http://www.millstreetbrewery.com/,613-567-2337,http://www.google.com/maps/place/555%20Wellington%20Street+Ottawa+ON+Canada
Mill Street Brewery- Scarborough,"300 Midwest Road, Scarborough, Canada",N/A,N/A,N/A,http://www.google.com/maps/place/300%20Midwest%20Road+Scarborough+ON+Canada
Millstream Beverage Company Ltd.,"2323 Millstream Ave, Langford, Canada",Brewpub,http://millstreambeverage.com/,01 (778) 265-0701,http://www.google.com/maps/place/2323%20Millstream%20Ave+Langford+BC+Canada
Miski Brewing Company,"70 Ellis Drive Unit 4, Barrie, Canada",Taproom,N/A,705-417-2843,http://www.google.com/maps/place/70%20Ellis%20DriveUnit%204+Barrie+ON+Canada
Mission Springs,"7160 OLIVER street, Mission, Canada",Brewpub,N/A,01 (778) 788-5501,http://www.google.com/maps/place/7160%20OLIVER%20street+Mission+BC+Canada
Mission Springs Brewing Co,"7160 Oliver St #200, Mission, Canada",Micro,http://www.missionspringsbrewingcompany.com/,(604) 820-1009,http://www.google.com/maps/place/7160%20Oliver%20St%20#200+Mission+BC+Canada
Missions Springs,"7160 Oliver St, Mission, Canada",Brewpub,N/A,604-820-1009,http://www.google.com/maps/place/7160%20Oliver%20St+Mission+BC+Canada
Molson Canada,"33 Carlingview Drive, Toronto, Canada",N/A,http://www.molson.com/,N/A,http://www.google.com/maps/place/33%20Carlingview%20Drive+Toronto+ON+Canada
Molson Canada-British Columbia,"1550 Burrard St, Vancouver, Canada",N/A,http://www.molson.com/,(604) 664-1786,http://www.google.com/maps/place/1550%20Burrard%20St+Vancouver+BC+Canada
Molson Canada-Newfoundland,"131 Circular Rd, St Johns, Canada",N/A,http://www.molson.com/,(709) 726-1786,http://www.google.com/maps/place/131%20Circular%20Rd+St%20Johns+NL+Canada
Molson Canada-Ontario,"33 Carlingview Drive, Etobicoke, Canada",N/A,http://www.molson.com/,(800) 665-7661,http://www.google.com/maps/place/33%20Carlingview%20Drive+Etobicoke+ON+Canada
Molson Canada-Saskatchewan,"2-395 Park Street, Regina, Canada",N/A,http://www.molson.com/,(306) 359-1786,http://www.google.com/maps/place/2-395%20Park%20Street+Regina+SK+Canada
